id,claim,domain,structure,label,topic,source,Topic,item_id,prediction,correct,model
20369.0,IDF launches Gaza City ground offensive; U.N. report finds Israel is committing genocide,3,NGC,1,,NGC,Palestine/Isreal,1360,1,1,bert-base-uncased
10037.0,Fentanyl is being smuggled across the southern border at historic rates and it's the leading cause of death for Americans aged between 18-45.   A standard fatal overdose of it is 2 milligrams.   Biden must secure our borders and save American lives.,1,UGC,0,Drug Crisis,UGC,,37,0,1,bert-base-uncased
20056.0,STUDY: Pfizer's COVID-19 Vaccine DOES Lower Men's Sperm Count. ,1,NGC,0,,NGC,Vaccines,1047,1,0,bert-base-uncased
20397.0,North Korean President Kim Jong Un blames President Joe Biden for the Israel-Hamas war,3,NGC,0,,NGC,Palestine/Isreal,1388,1,0,bert-base-uncased
20006.0,"For some cases of long Covid, a new study suggests serotonin reduction is triggered by remnants of the coronavirus lingering in the gut. Depleted serotonin could especially explain memory problems and some neurological and cognitive symptoms, experts say.",1,NGC,1,,NGC,Covid,997,1,1,bert-base-uncased
20231.0,Mexico's Next President Calls for An Invasion Of The US,2,NGC,0,,NGC,Immigration,1222,1,0,bert-base-uncased
20138.0,"Last November, the NYT printed a very long story raising fears that puberty blockers could have lifelong impacts on bone health. A year and 20 gender-affirming care bans later, research finds these concerns were largely unfounded.",1,NGC,1,,NGC,Sexual/Gender Health,1129,1,1,bert-base-uncased
20303.0,SHOCKING: Justin Trudeau’s plane found filled with cocaine as he lands in India for the G20 summit.,2,NGC,0,,NGC,Political Figures,1294,0,1,bert-base-uncased
10151.0,THESE VACCINES DID DAMAGE TO PEOPLES  IMMUNE SYSTEMS THAT THEY WILL NOT ACT RIGHT WHEN UNDER ATTACK..WILL THE COMING FLU SEASON REVEAL THERE IS A BIG PROBLE!!,1,UGC,0,Vaccines,UGC,,151,0,1,bert-base-uncased
10113.0,Democrats in Delaware is trying to pass a bill that would allow children to get puberty blockers and abortions without their parents.,1,UGC,0,Sexual/Gender Health,UGC,,113,1,0,bert-base-uncased
10389.0,80% of Israelis think Netanyahu should resign.,3,UGC,0,Palestine/Isreal,UGC,,389,1,0,bert-base-uncased
20482.0,"Britain, France and Germany say Iran has failed to abide by a 2015 deal over its nuclear program, according to Reuters.",3,NGC,1,,NGC,Iran,1473,1,1,bert-base-uncased
20018.0,Claim that Dr. Anthony Fauci's statement that the coronavirus death rate is 10 times that of the seasonal flu is a claim without any scientific basis.,1,NGC,0,,NGC,Covid,1009,0,1,bert-base-uncased
10382.0,Israeli gov spokesperson says they deliberately targeted WHO (World Health Organization) workers because they are KHAMAS,3,UGC,0,Palestine/Isreal,UGC,,382,1,0,bert-base-uncased
20139.0,"Scoop: Republicans are quietly delaying more than $1 billion in planned funding for a life-saving HIV program — demanding changes to terms like abortion, sexual reproductive health, even ""human rights"" in the program’s documents.",1,NGC,1,,NGC,Sexual/Gender Health,1130,1,1,bert-base-uncased
20234.0,Update: Van full of illegals caught voting at multiple Alabama polling locations. ,2,NGC,0,,NGC,Immigration,1225,0,1,bert-base-uncased
10176.0,PELOSI'S IDEA OF DOING THE PEOPLES BUSINESS WAS ROBBING THEM BLIND TO ENRICH HERSELF.FOR THE PART SHE PLAYED WITH SHUMMER AND THE FBI ON JAN 6th SHOULD BE HUNG FOR TREASON <emoji: rage><emoji: fire><emoji: fire>,2,UGC,0,Jan 6th,UGC,,176,0,1,bert-base-uncased
10354.0,"Joe Biden is pushing  a post-Hamas future for Gaza, in the direction of a Palestinian state, and is tussling with Bibi about it. Meanwhile some Americans are angry with Biden for not supporting an immediate ceasefire that would keep Hamas in power,  leading  to more war.  SMH.",3,UGC,1,Palestine/Isreal,UGC,,354,1,1,bert-base-uncased
10445.0,Pelosi is going to Kyiv to finalize her and Paul's final money laundering scheme to stop the red tsunami from taking back america.,3,UGC,0,Ukraine/Russia,UGC,,445,0,1,bert-base-uncased
20293.0,NEWS JUST IN: Barack and Michel Obama 'Locked in Bombshell Divorce of the Century' —And How It Is Set to Cost Power Couple a $70Million Fortune,2,NGC,0,,NGC,Political Figures,1284,0,1,bert-base-uncased
20044.0,"COVID mRNA vaccines do NOT cause cancer or make cancer return. No scientific evidence suggests ANY vaccine causes cancer. In fact, some vaccines (like HPV & Hepatitis B) help prevent cancer.",1,NGC,1,,NGC,Vaccines,1035,1,1,bert-base-uncased
10070.0,"While it may not cure Covid, the anti-malaria drug hydroxychloroquine could help treat cancer, a new study suggests. https://www.dailymail.co.uk/health/article-10610683/Could-Donald-Trumps-favourite-Covid-pill-beat-cancer.html",1,UGC,0,Medicine/Public Health,UGC,,70,0,1,bert-base-uncased
20223.0,BREAKING: Court orders Trump administration to fully restore DACA program,2,NGC,1,,NGC,Immigration,1214,0,0,bert-base-uncased
10006.0,Domestic oil is the new ivermectin. You can't have it because it would resolve the crisis they need you to go through. IVERMECTIN IS THE CURE FOR COVID.,1,UGC,0,Covid,UGC,,6,0,1,bert-base-uncased
20173.0,EXCLUSIVE: Trump has a new plan to save himself in a Jan 6 prosecution ... blame the whole thing on his insurrectionist lawyers https://www.rollingstone.com/politics/politics-features/donald-trump-jan6-jack-smith-rudy-giuliani-john-eastman-1234798826/,2,NGC,1,,NGC,Jan 6th,1164,0,0,bert-base-uncased
10317.0,"China huffed‚ and they puffed‚ and they made it look like they're opposed to Nancy Pelosi but in reality they‚Äôre in bed with the DC uniparty working together to take down America from within.  Don‚Äôt be fooled by the fireworks, media coverage, and hyperbolic PR statements from both sides - it's all theatre",2,UGC,0,Global Politics,UGC,,317,0,1,bert-base-uncased
20389.0,SCOOP: Ben & Jerry’s now selling “Free Palestine” and “From the River to Sea” ice cream flavors.,3,NGC,0,,NGC,Palestine/Isreal,1380,0,1,bert-base-uncased
20445.0,REPORT: Putin beheaded bioweapon engineers in Ukraine.,3,NGC,0,,NGC,Ukraine/Russia,1436,0,1,bert-base-uncased
10506.0,Iran literally helped Venezuela set up a drone factory. ,3,UGC,1,Iran,UGC,,506,0,0,bert-base-uncased
20243.0,"In Georgia, it's illegal to give people water within 150 feet of a polling place and punishable by up to a year in prison.",2,NGC,1,,NGC,Elections,1234,1,1,bert-base-uncased
10012.0,"Remember Folks! If they, Big Pharma‚ can keep people sick , that is returning customers. There is big money in that. Look at this! No wonder they want to keep people from getting Ivermectin. Not only does it cure COVID but it kills Cancer cells.<emoji: point_down><emoji: point_down><emoji: point_down><emoji: point_down><emoji: point_down><emoji: point_down><emoji: point_down><emoji: point_down> https://pubmed.ncbi.nlm.nih.gov/29257278/",1,UGC,0,Covid,UGC,,12,0,1,bert-base-uncased
10349.0,This is outrageous. Israel's government has denied Rolling Stone a press credential after our critical coverage of Netanyahu and the widening conflict.  www.rollingstone.com/politics/pol...,3,UGC,1,Palestine/Isreal,UGC,,349,1,1,bert-base-uncased
10458.0,Breaking News: Pentagon admits to ACCIDENTALLY SENDING $6.2 BILLION DOLLARS to UKRAINE.,3,UGC,0,Ukraine/Russia,UGC,,458,0,1,bert-base-uncased
10205.0,Trump sat back and watched the insurrection get progressively more violent for over 3 hours and MAGA refuses to acknowledge he wanted an insurrection.,2,UGC,1,Jan 6th,UGC,,205,1,1,bert-base-uncased
20110.0,"Cancer deaths in the U.S. are falling — with four million deaths prevented since 1991 — according to the American Cancer Society’s annual report, which highlighted declines in smoking, early detection and greatly improved treatments.",1,NGC,1,,NGC,Medicine/Public Health,1101,1,1,bert-base-uncased
10412.0,"Protests erupting in Russia after they threw a Bashkir minority rights advocate in prison for 4 years for ""inciting ethnic discord"" and criticizing the military. The crackdown is getting worse",3,UGC,1,Ukraine/Russia,UGC,,412,1,1,bert-base-uncased
20344.0,Netanyahu’s 'no starvation in Gaza' statement contradicts extensive evidence of hunger crisis,3,NGC,1,,NGC,Palestine/Isreal,1335,1,1,bert-base-uncased
10158.0,"I don't know who needs to hear this, but in the past two years we've had a bio weapon unleashed on us so that politicians can use mail-in ballots to steal an election and implement global communism, had poisonous vaccines unconstitutionally and inhumanely mandated upon us so that rich elites could get wealthier and thin the population, had these same vaccines pushed on our children including babies, and had safety data about the poisonous vaccines intentionally hidden from us.  Time to stand up!",1,UGC,1,Vaccines,UGC,,158,0,0,bert-base-uncased
20141.0,"Florida Republicans have introduced a new bill to effectively ban all abortions in the state, with an exception only for circumstances no doctor who is not also a lawyer could comply with. It explicitly bans all abortions for children who are rape victims www.flsenate.gov/Session/Bill...",1,NGC,1,,NGC,Sexual/Gender Health,1132,1,1,bert-base-uncased
10199.0,"Fuck Mike Pence, but he refused to leave the Capitol to certify the election which took real courage and showed his commitment to true democracy in America.",2,UGC,1,Jan 6th,UGC,,199,0,0,bert-base-uncased
20161.0,Abortion activists launch airbone 'abortion drone' to air-drop abortion pills to citizens ,1,NGC,0,,NGC,Sexual/Gender Health,1152,0,1,bert-base-uncased
20424.0,Russia's foreign minister says no Putin-Zelenskyy summit planned despite Trump's peace push,3,NGC,1,,NGC,Ukraine/Russia,1415,1,1,bert-base-uncased
20410.0,"Firepower' coming for Ukraine, Hegseth tells NATO",3,NGC,1,,NGC,Ukraine/Russia,1401,0,0,bert-base-uncased
20365.0,Hundreds of thousands flee Israeli military's devastating assault on Gaza City,3,NGC,1,,NGC,Palestine/Isreal,1356,1,1,bert-base-uncased
10356.0,"People keep bringing up the 2006 election in Gaza but
-roughly 75% of current residents of Gaza are under the age of 35, so weren't even 18 at the time
-There was 75% turnout at the time
-Hamas received 44.45% of the vote",3,UGC,1,Palestine/Isreal,UGC,,356,1,1,bert-base-uncased
20180.0,DOJ fires dozens of prosecuters who habdled Jan. 6 cases,2,NGC,1,,NGC,Jan 6th,1171,1,1,bert-base-uncased
10385.0,"The ADL officially announce that if you are anti-genocide and/or palestinian, you hate jewish people and are antisemetic trash.",3,UGC,0,Palestine/Isreal,UGC,,385,1,0,bert-base-uncased
10338.0,"Jordan,  one of the driest in the world, were hesistant to sign a water deal with Isreal. If that doesn't tell you how bad things are in Gaza idk what will.",2,UGC,1,Global Politics,UGC,,338,0,0,bert-base-uncased
20420.0,Trump says Putin and Zelenskyy are 'not ready' for peace as European powers meet,3,NGC,1,,NGC,Ukraine/Russia,1411,1,1,bert-base-uncased
10269.0,"Colorado Supreme Court literally said Trump did an insurrection and kicked him off the ballot 4-3. then SCOTUS was like ""nah states can't do that"" and reversed it unanimously. didn't say he DIDN'T do it tho, just that states can't enforce it",2,UGC,1,Elections,UGC,,269,1,1,bert-base-uncased
10397.0,"If folks don’t know by now, Israel created Hamas just as the CIA created ISIS, and those tunnels are run for the purposes of gun running and child trafficking. You're welcome.",3,UGC,0,Palestine/Isreal,UGC,,397,0,1,bert-base-uncased
20007.0,"Antiviral Drug Can Speed Up Recovery of COVID-19 Patients, Study Shows",1,NGC,1,,NGC,Covid,998,1,1,bert-base-uncased
20402.0,Trump puts onus on Zelenskyy to end conflict with Russia ahead of meeting,3,NGC,1,,NGC,Ukraine/Russia,1393,1,1,bert-base-uncased
10288.0,"OBAMA IS A KENYAN DEEP STATE ACTOR PULLING THE STRINGS, BIDEN AND THE DEMS SHOULD BE ARRESTED FOR VIOLATING THE CONSTITUTION BY LETTING HIM RUN A SECRET THIRD TERM",2,UGC,0,Political Figures,UGC,,288,0,1,bert-base-uncased
10020.0,There is no standard treatment for long COVID.,1,UGC,1,Covid,UGC,,20,1,1,bert-base-uncased
10348.0,"The vast majority of detainees held by Israel without charge are Palestinian And when Palestinians ARE tried, they're tried in the Israeli military court which has a 99.7% conviction rate. Israel is an apartheid state.",3,UGC,1,Palestine/Isreal,UGC,,348,1,1,bert-base-uncased
10259.0,"The Colorado Supreme Court barred Donald Trump from running in the state’s presidential primary after determining that he had engaged in insurrection on Jan. 6, 2021.",2,UGC,1,Elections,UGC,,259,1,1,bert-base-uncased
10155.0,"It was on this great day, exactly four years ago, that President Trump signed RIGHT TO TRY.  She died because they refused the RIGHT TO TRY Ivermectin and Hydroxychloroquine. Instead she was given the death drug Remdesivir.<emoji: fire>RIP, you are forever missed!",1,UGC,1,Vaccines,UGC,,155,0,0,bert-base-uncased
10139.0,NONE OF THE JABS ARE ACTUALLY VACCINES..THEY ARE EXPERIMENTS USED TO CONTROL OUR POPULATION!!,1,UGC,0,Vaccines,UGC,,139,0,1,bert-base-uncased
20081.0,Tšilhqot'in Nation at UN calls for help from government to help battle toxic drug crisis ,1,NGC,1,,NGC,Drug Crisis,1072,0,0,bert-base-uncased
10210.0,Biden is giving disaster releif funds to illegal aliens! What are we going to do when the next Katrina happens?,2,UGC,0,Immigration,UGC,,210,0,1,bert-base-uncased
10252.0,King Charles III signed “a proclamation stating that Donald Trump won the 2020 presidential election and is the rightful president by law.”,2,UGC,0,Elections,UGC,,252,0,1,bert-base-uncased
10094.0,"Would you like some Bubonic with your Covid? Measles is popular again too, I hear. Pet cat blamed for first case of bubonic plague in US state in nine years",1,UGC,1,Medicine/Public Health,UGC,,94,0,0,bert-base-uncased
10193.0,the Proud Boys and Oath keepers got convicted of seditious conspiracy. Justice for jan 6th is being served.,2,UGC,1,Jan 6th,UGC,,193,0,0,bert-base-uncased
10441.0,"Russia could flatten them if they wanted, in 5 minutes. Those Ukraines are suffering because of election fraud has consequences. In their country and ours.  The deep state helped Zelenskyy put up a fake election so that he could continue being Biden and the Dem's money laundering machine. https://www.weforum.org/people/volodymyr-zelenskyy",3,UGC,0,Ukraine/Russia,UGC,,441,0,1,bert-base-uncased
20380.0,Taylor Swift pulls ‘Eras’ film screenings in Israel.,3,NGC,0,,NGC,Palestine/Isreal,1371,0,1,bert-base-uncased
10325.0,Justin Trudeau: Reject all forms of racism and discrimination. Also Justin Trudeau: Has worn blackface numerous times. This is a world leader btw. From: https://t.me/Dschlopes  #JustinTrudeau #trump #maga #canada #q,2,UGC,1,Global Politics,UGC,,325,1,1,bert-base-uncased
20473.0,U.S. strikes Iranian nuclear sites,3,NGC,1,,NGC,Iran,1464,1,1,bert-base-uncased
10121.0,Planned Parenthood paused emergency fundiing for Abortion Access. This is bad.,1,UGC,1,Sexual/Gender Health,UGC,,121,0,0,bert-base-uncased
20224.0,NEW: Democrats push to accept 1 million Gaza refugees.,2,NGC,0,,NGC,Immigration,1215,0,1,bert-base-uncased
20000.0,People of Color Face Heightened Risks as COVID-19 Surges Again,1,NGC,1,,NGC,Covid,991,1,1,bert-base-uncased
20394.0,Israel bombs Palestinian children trying to get water.,3,NGC,0,,NGC,Palestine/Isreal,1385,0,1,bert-base-uncased
10303.0,The fact then-Vice President Joe Biden needed former President Obama’s financial help with his son’s failing health when they were at the time the single two most powerful people in the country radicalized me to how universally damaging and unsustainable ,2,UGC,1,Political Figures,UGC,,303,1,1,bert-base-uncased
20513.0,BREAKING: Iran shoots down two Israeli f-35 fighter jets,3,NGC,0,,NGC,Iran,1504,0,1,bert-base-uncased
20446.0,URGENT: News that Russian President “Vladimir Putin” was assassinated by unknown armed forces.. Russia declares a state of emergency,3,NGC,0,,NGC,Ukraine/Russia,1437,1,0,bert-base-uncased
10053.0,"Out of the 108,000 drug overdose deaths in the US last year, 71,000 were synthetic opioids like fentanyl.  Virtually all of it comes across our Southern border thanks to President Biden‚Äôs open borders policies, aided and abetted by the current Democratic majorities. ",1,UGC,1,Drug Crisis,UGC,,53,1,1,bert-base-uncased
10345.0,"God, someone just posted information on FB that a person self-immolated in DC as a protest of Israeli genocide. No word on whether they are no longer with us.",3,UGC,1,Palestine/Isreal,UGC,,345,0,0,bert-base-uncased
20337.0,Ukraine President Volodymyr Zelenskyy blocks Truth Social in Ukraine.,2,NGC,0,,NGC,Global Politics,1328,0,1,bert-base-uncased
20297.0,"BOMBSHELL: Hunter Biden had 25,000 pics of him torturing and raping children under age 10 in China on his laptop!",2,NGC,0,,NGC,Political Figures,1288,0,1,bert-base-uncased
10324.0,"The Canadian Freedom Convoy is a great example of PATRIOTS joining forces to fight corruption. They had over 50,000 trucks. ",2,UGC,0,Global Politics,UGC,,324,0,1,bert-base-uncased
10360.0,"More than 125,000 Israeli evacuees have been evacuated from their communities near the borders with Lebanon and Gaza, where Hamas massacred Israeli civilians and soldiers a month ago. It's the largest internal displacement in Israel's history.",3,UGC,1,Palestine/Isreal,UGC,,360,1,1,bert-base-uncased
10194.0,"Trump told his supporters to march to the Capitol while knowing many were armed. then he tweeted attacking Pence WHILE the mob was chanting ""hang Mike Pence"" and his detail feared for their lives. unforgivable.",2,UGC,1,Jan 6th,UGC,,194,0,0,bert-base-uncased
20403.0,$100M corruption scandal rocks Ukraine and embroils top Zelenskyy ally,3,NGC,1,,NGC,Ukraine/Russia,1394,0,0,bert-base-uncased
20032.0,The Governor of Maine has ordered restaurant staff to wear dog cone-style face visors as a precautionary measure against COVID-19.,1,NGC,0,,NGC,Covid,1023,1,0,bert-base-uncased
10217.0,Every. Single. Democrat voted for Open Borders. Send some migrants to Nancy's and Chuck's doorstep. Let the Racist Democrats scream.,2,UGC,0,Immigration,UGC,,217,0,1,bert-base-uncased
10273.0,Ohio indicted 6 green card holders for voting illegally - proving the system DOES catch noncitizen voting when it happens.,2,UGC,1,Elections,UGC,,273,1,1,bert-base-uncased
10492.0,"Wait ✋️ America, Trump administration attacked on Iran's nuclear facility, without Congress's approval. In the first place, Iran does not have nuclear warheads etc. So Why did it?",3,UGC,1,Iran,UGC,,492,1,1,bert-base-uncased
10476.0,The USA has already had a muslim president. He sent over a billion in cash to Iran to fund a war.,3,UGC,0,Iran,UGC,,476,0,1,bert-base-uncased
10304.0,The way the DOJ tried to frame Biden with sawdust. Good one guys.,2,UGC,1,Political Figures,UGC,,304,0,0,bert-base-uncased
20287.0,"Sen. Mark Kelly, whose wife Gabby Giffords was shot by a would-be assassin, reflects on Charlie Kirk’s assassination",2,NGC,1,,NGC,Political Figures,1278,0,0,bert-base-uncased
10271.0,"the ""2000 mules"" movie has been completely debunked. geolocation data doesn't prove what they claimed, can't identify individuals, and most ""mules"" were just people who worked near drop boxes",2,UGC,1,Elections,UGC,,271,1,1,bert-base-uncased
20398.0,Cries of Victory in Israel — Gaza Now Belongs to Israel! HAMAS Surrenders Desperately!,3,NGC,0,,NGC,Palestine/Isreal,1389,0,1,bert-base-uncased
20067.0,The second COVID booster has eight strains of HIV.,1,NGC,0,,NGC,Vaccines,1058,0,1,bert-base-uncased
20464.0,Russia and Iran sign a partnership treaty to deepen their ties in the face of Western sanctions,3,NGC,1,,NGC,Iran,1455,1,1,bert-base-uncased
20050.0,"Virginia is among the slowest states in vaccine rollout, Cox says",1,NGC,1,,NGC,Vaccines,1041,1,1,bert-base-uncased
20115.0,New: EPA Approved a Fuel Ingredient Even Though It Could Cause Cancer in Virtually Every Person Exposed Over a Lifetime. An EPA document shows that a new Chevron fuel ingredient has a lifetime cancer risk more than 1 million times higher than what the agency usually finds acceptable.,1,NGC,1,,NGC,Medicine/Public Health,1106,1,1,bert-base-uncased
20465.0,Gunman in Iran's capital fatally shoots 2 judges tied to 1988 mass executions,3,NGC,1,,NGC,Iran,1456,0,0,bert-base-uncased
20008.0,"Coronavirus SARS-CoV-2 Infects Cells of the Intestine, study finds.",1,NGC,1,,NGC,Covid,999,1,1,bert-base-uncased
10503.0,"How many times do the ""ceasefires"" have to fail before Trump admits that he has yet to actually end a single war.",3,UGC,1,Iran,UGC,,503,1,1,bert-base-uncased
10147.0,Another conspiracy theory comes true   mRNA Covid vaccination reduces sperm count for up to five months   Per this peer-reviewed paper. No word on boosters.  https://onlinelibrary.wiley.com/doi/10.1111/andr.13209,1,UGC,0,Vaccines,UGC,,147,1,0,bert-base-uncased
20132.0,Olive oil antioxidant naturally kills all cancer cells tested within an hour,1,NGC,0,,NGC,Medicine/Public Health,1123,1,0,bert-base-uncased
10011.0,"Healthcare Control fake-Covid was the dress-rehearsal. We're going to see far more stringent controls over healthcare, especially when the next Plandemic hits. Whether it's a new variant of Covid, Monkeypox, Hemorrhagic Fever, or something else, we can expect a so-called with a higher death rate pop up and compel government to get fully in bed with Big Pharma.",1,UGC,0,Covid,UGC,,11,1,0,bert-base-uncased
10177.0,"PELOSI,SHUMMER AND THE FBI ORCHESTRATED JAN.6th<emoji: rage><emoji: fire><emoji: fire>",2,UGC,0,Jan 6th,UGC,,177,0,1,bert-base-uncased
20105.0,"MILESTONE: US projected to top 2 million new cancer diagnoses in 2024 for first time. While deaths decline, incidence rising for 6 of top 10 cancers including breast, prostate, and pancreatic cancer.",1,NGC,1,,NGC,Medicine/Public Health,1096,1,1,bert-base-uncased
20276.0,"In comments from 2024, 2017 and 2012, Republican U.S. Senate candidate Eric Hovde said he wants to repeal the Affordable Care Act",2,NGC,1,,NGC,Political Figures,1267,1,1,bert-base-uncased
10422.0,"This should be the story tomorrow, and every day:

The leader of one of America’s two major political parties has just signaled to the Kremlin that if elected, he would not only refuse to defend Europe in World War III, but he would gladly support Vladimir Putin.

www.theatlantic.com/ideas/archiv...",3,UGC,1,Ukraine/Russia,UGC,,422,1,1,bert-base-uncased
20486.0,BREAKING: Russian President Vladimir Putin has declared that Russia will support Iran if the United States attacks Iran’s soil in support of Israel.,3,NGC,1,,NGC,Iran,1477,0,0,bert-base-uncased
20275.0,BOMBSHELL: California Has 1.8M More Registered Voters Than it Should,2,NGC,0,,NGC,Elections,1266,1,0,bert-base-uncased
20495.0,"US Intelligence Fabricates New Claims to Justify Escalation Against Iran, Officials Say",3,NGC,0,,NGC,Iran,1486,1,0,bert-base-uncased
10352.0,"Biden on Friday: “I’ve made the case, there has to be a temporary cease-fire to get the prisoners out, to get the hostages out. I’m hoping that the Israelis will not make any massive land invasion in the meantime.""
Biden on Saturday: Here, Bibi, have more weapons. www.wsj.com/world/middle...",3,UGC,1,Palestine/Isreal,UGC,,352,1,1,bert-base-uncased
10024.0,“even mild COVID-19 infections can shrink the brain” this seems fine,1,UGC,1,Covid,UGC,,24,1,1,bert-base-uncased
10494.0,Russia and Iran finalized a deal to build eight nuclear power plants #EnergySky,3,UGC,1,Iran,UGC,,494,1,1,bert-base-uncased
10221.0,"3 out of the 4 people arrested for looting are illegal aliens . They''re illegally in our country. Not only that, they tried to loot and ransack in the aftermath of a natural disaster..they need to be sent back to their home country. They should not be here at all.",2,UGC,0,Immigration,UGC,,221,0,1,bert-base-uncased
20263.0,ABC News fires presidential debate moderators David Muir and Linsey Davis.,2,NGC,0,,NGC,Elections,1254,0,1,bert-base-uncased
20330.0," Russians Mint ‘In Trump We Trust’ Coin To Commemorate U.S. Inauguration (IMAGE, VIDEO)",2,NGC,0,,NGC,Global Politics,1321,0,1,bert-base-uncased
10416.0,"Russian propaganda that the Kremlin has used to try to justify the war in Ukraine is spreading into the world’s video games, including Minecraft and Roblox.",3,UGC,1,Ukraine/Russia,UGC,,416,0,0,bert-base-uncased
10409.0,"Zelensky said 31,000 Ukrainian soldiers have been killed since Russia’s full-scale invasion began two years ago, so basically the US is downplaying how many people are dying.",3,UGC,1,Ukraine/Russia,UGC,,409,1,1,bert-base-uncased
20268.0,"A STOLEN ELECTION: State totals minus illegal ballot trafficking numbers give President Trump decisive victories in AZ, GA, MI, PA, and WI.",2,NGC,0,,NGC,Elections,1259,1,0,bert-base-uncased
10198.0,Jan 6 caused over $2.5 million in damage to the Capitol. Tell me again how this was a peaceful protest.,2,UGC,1,Jan 6th,UGC,,198,0,0,bert-base-uncased
10474.0,How embarassing for Iran that not even one rocket hit Isreal. In fact one rocket landed back in Iran. LONG LIVE ISREAL!!!!,3,UGC,0,Iran,UGC,,474,0,1,bert-base-uncased
20157.0,Mentally Ill Trans Activist Zinna Jones Says All Children Need Puberty Blockers Until They're Old Enough To Consent To Puberty ,1,NGC,0,,NGC,Sexual/Gender Health,1148,1,0,bert-base-uncased
20334.0,TRUMP: US trade deficit with China is $1 trillion,2,NGC,0,,NGC,Global Politics,1325,1,0,bert-base-uncased
10439.0,The senate has approved $40B no-strings-attached money for Ukraine.  Ukrainian soldiers are selling arms on the blackmarket.  In what reality are these people living? ,3,UGC,0,Ukraine/Russia,UGC,,439,0,1,bert-base-uncased
10142.0,Pfizer mRNA Vaccine Lowers Sperm Concentration By 15.4% Months After Injection,1,UGC,0,Vaccines,UGC,,142,1,0,bert-base-uncased
20113.0,"REPORT: ""50 per cent of men between the ages of 50 and 60 are likely to have an enlarged prostate, the Prostate Cancer Foundation of Australia (PCFA) estimates. 

Over the age of 70, the proportion reaches 80 per cent.""",1,NGC,1,,NGC,Medicine/Public Health,1104,1,1,bert-base-uncased
10465.0,DEMOCRATS FUNDED IRAN WITH BILLIONS OF US CITIZENS HARD EARNED MONEY.,3,UGC,0,Iran,UGC,,465,0,1,bert-base-uncased
20253.0,Sen. Chris Kapenga tells constituent that it’s illegal to hold an absentee-only election or mail ballots to every registered voter.,2,NGC,1,,NGC,Elections,1244,1,1,bert-base-uncased
20164.0,PILL HOARDERS: Maryland officials buy $1.2M worth of abortion pills prior to impending nationwide ban,1,NGC,0,,NGC,Sexual/Gender Health,1155,0,1,bert-base-uncased
20158.0,Study: 34% of children put on transgender puberty blockers end up becoming mental cases,1,NGC,0,,NGC,Sexual/Gender Health,1149,1,0,bert-base-uncased
20183.0,"Ray Epps, center of Jan. 6 conspiracy theory, is charged wit misdemeanor over Capitol insurrection",2,NGC,1,,NGC,Jan 6th,1174,1,1,bert-base-uncased
10405.0,Ukraine is giving Russians a taste of their own medicine. Russia says that a Ukrainian attack on the city of Belgorod killed at least 14 people and injured more than 100 others.,3,UGC,1,Ukraine/Russia,UGC,,405,1,1,bert-base-uncased
20058.0,"MUST READ: Bill Gates Admits His COVID-19 Vaccine Might KILL Nearly 1,000,000 People ",1,NGC,0,,NGC,Vaccines,1049,0,1,bert-base-uncased
20145.0,"At least one in six abortions in the U.S., around 14,000 a month, were administered through telemedicine, with clinicians prescribing mail-order abortion pills after online consultations, the first nationwide count of telehealth abortions found. nyti.ms/3UXTSvb",1,NGC,1,,NGC,Sexual/Gender Health,1136,1,1,bert-base-uncased
20122.0,Biden Admin Issues New Masks With Holes In Them So You Can Smoke Your Free Government Crack Pipe,1,NGC,0,,NGC,Medicine/Public Health,1113,0,1,bert-base-uncased
10380.0,"Bibi is literally on record saying that propping up Hamas benefits Isreal because it gives them a better chance to invade Gaza, this entire thing has been orchestrated by him to commit genocide",3,UGC,0,Palestine/Isreal,UGC,,380,1,0,bert-base-uncased
10400.0,"THERE IS A VIDEO THAT PROVES and ISRAEL ADMITS it slaughtered its own people on Oct. 7th, This attack was NOT made by goat herders on paragliders. Footage from Israeli helicopter shows the IDF killing many people at October 7 concert in Israel. IDF helicopters fired on civilians fleeing the PsyTrance Music Festival.",3,UGC,0,Palestine/Isreal,UGC,,400,1,0,bert-base-uncased
20515.0,"The Biden administration granted Iran $10 billion in sanctions relief days after Donald Trump won the 2024 U.S. presidential election, government report sows. ",3,NGC,0,,NGC,Iran,1506,0,1,bert-base-uncased
10336.0,President Biden met with President Xi Jinping of China in California for the APEC Summit on Wednesday. Xi told Biden that their countries were very different but should be “fully capable of rising above differences.”,2,UGC,1,Global Politics,UGC,,336,1,1,bert-base-uncased
20432.0,An E! News report said USAID paid millions of dollars to sponsor American celebrity visits to Ukraine.,3,NGC,0,,NGC,Ukraine/Russia,1423,0,1,bert-base-uncased
10115.0,A CA bill would make 'a refuge state for parents who brainwash and abuse their children by providing them with transgender meds.,1,UGC,0,Sexual/Gender Health,UGC,,115,1,0,bert-base-uncased
20051.0,HPV vaccination rates remain low despite vaccine's proven effectiveness in preventing multiple cancers.,1,NGC,1,,NGC,Vaccines,1042,1,1,bert-base-uncased
20128.0,HEALTH EXCLUSIVE: Hydrochloroquine New Cure for Skin Cancer,1,NGC,0,,NGC,Medicine/Public Health,1119,0,1,bert-base-uncased
10184.0,"The insurrection occurred on Election Day 2020 when Biden and the 2000 mules committed election fraud, and January 6th was the protest!!",2,UGC,0,Jan 6th,UGC,,184,1,0,bert-base-uncased
